09:08:03 [restartedMain] INFO  AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@19fe73d: startup date [Mon Aug 05 09:08:03 CST 2019]; root of context hierarchy
14:04:43 [restartedMain] INFO  PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'advisor' of type [org.springframework.aop.support.RegexpMethodPointcutAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
14:04:43 [restartedMain] INFO  PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$c42eed06] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
14:04:43 [restartedMain] INFO  PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration' of type [org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration$$EnhancerBySpringCGLIB$$f65b9347] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
14:04:43 [restartedMain] INFO  PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$e048f003] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
14:04:45 [restartedMain] INFO  TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8075 (http)
14:04:45 [restartedMain] INFO  StandardService - Starting service [Tomcat]
14:04:45 [restartedMain] INFO  StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.27
14:04:45 [localhost-startStop-1] INFO  [/] - Initializing Spring embedded WebApplicationContext
14:04:45 [localhost-startStop-1] INFO  ContextLoader - Root WebApplicationContext: initialization completed in 6793 ms
14:04:46 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'metricsFilter' to: [/*]
14:04:46 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
14:04:46 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
14:04:46 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
14:04:46 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
14:04:46 [localhost-startStop-1] INFO  DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
14:04:46 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'xssFilter' to urls: [/*]
14:04:46 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'webRequestLoggingFilter' to: [/*]
14:04:46 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'webStatFilter' to urls: [/*]
14:04:46 [localhost-startStop-1] INFO  FilterRegistrationBean - Mapping filter: 'applicationContextIdFilter' to: [/*]
14:04:46 [localhost-startStop-1] INFO  ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
14:04:46 [localhost-startStop-1] INFO  ServletRegistrationBean - Mapping servlet: 'statViewServlet' to [/druid/*]
14:04:46 [restartedMain] INFO  DruidDataSourceAutoConfigure - Init DruidDataSource
14:04:47 [restartedMain] ERROR DruidAbstractDataSource - oracle.jdbc.driver.OracleDriver is deprecated.
14:04:48 [restartedMain] INFO  DruidDataSource - {dataSource-1} inited
14:04:49 [restartedMain] INFO  [/] - jolokia: No access restrictor found, access to any MBean is allowed
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/dlsbrm/findBysbOmsOrgid],methods=[GET]}" onto public java.util.List<com.dc.dlsb.model.DmeDrcDdrbCfg> com.dc.dlsb.rest.DlsbRmControllerRest.findBysbOmsOrgid(java.lang.String)
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/dlsbrm/getJzSbDataBy],methods=[GET]}" onto public com.dc.dlsb.model.DmeDrcSumJzData com.dc.dlsb.rest.DlsbRmControllerRest.getJzSbDataBy(java.lang.String,java.lang.String,java.lang.String)
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/dlsbrm/addNewSbData],methods=[PUT]}" onto public int com.dc.dlsb.rest.DlsbRmControllerRest.addNewSbData(com.dc.dlsb.vomodel.SbDataDbMod)
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/dlsbrm/findByDlldbId],methods=[GET]}" onto public com.dc.dlsb.model.DmeDrcDdrbCfg com.dc.dlsb.rest.DlsbRmControllerRest.findByDlldbId(java.lang.String)
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/dlsbrm/saveSbData],methods=[POST]}" onto public int com.dc.dlsb.rest.DlsbRmControllerRest.saveSbData(com.dc.dlsb.vomodel.SbDataDbMod)
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/dlsbrm/updateSbData],methods=[PUT]}" onto public int com.dc.dlsb.rest.DlsbRmControllerRest.updateSbData(com.dc.dlsb.vomodel.SbDataDbMod)
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/dlsbrm/findBydclx],methods=[GET]}" onto public java.util.List<com.dc.dlsb.model.DmeDrcDdrbCfg> com.dc.dlsb.rest.DlsbRmControllerRest.findBydclx(java.lang.String[])
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/dlsbrm/findCfgAll],methods=[GET]}" onto public java.util.List<com.dc.dlsb.model.DmeDrcDdrbCfg> com.dc.dlsb.rest.DlsbRmControllerRest.findCfgAll()
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/dlsbrm/getDcSbDataByDateAndDcid],methods=[GET]}" onto public com.dc.dlsb.model.DmeDrcSumFgpData com.dc.dlsb.rest.DlsbRmControllerRest.getDcSbDataByDateAndDcid(java.lang.String,java.lang.String)
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto public org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
14:04:50 [restartedMain] INFO  RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
14:04:50 [restartedMain] WARN  URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
14:04:50 [restartedMain] INFO  URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
14:04:50 [restartedMain] INFO  DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@5d4f87
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/info || /info.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/druid-endpoint || /druid-endpoint.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object com.alibaba.druid.spring.boot.autoconfigure.actuator.endpoint.DruidDataSourceMvcEndpoint.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/trace || /trace.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/refresh || /refresh.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/auditevents || /auditevents.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.boot.actuate.endpoint.mvc.AuditEventsMvcEndpoint.findByPrincipalAndAfterAndType(java.lang.String,java.util.Date,java.lang.String)
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/archaius || /archaius.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/autoconfig || /autoconfig.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/jolokia/**]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.actuate.endpoint.mvc.JolokiaMvcEndpoint.handle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/health || /health.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(javax.servlet.http.HttpServletRequest,java.security.Principal)
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/hystrix.stream/**]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.cloud.netflix.endpoint.ServletWrappingEndpoint.handle(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/service-registry/instance-status],methods=[GET]}" onto public org.springframework.http.ResponseEntity org.springframework.cloud.client.serviceregistry.endpoint.ServiceRegistryEndpoint.getStatus()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/service-registry/instance-status],methods=[POST]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.cloud.client.serviceregistry.endpoint.ServiceRegistryEndpoint.setStatus(java.lang.String)
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/env || /env.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.get(java.lang.String)
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[POST],consumes=[application/vnd.spring-boot.actuator.v1+json || application/json],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.set(java.lang.String,java.util.Map<java.lang.String, java.lang.String>)
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/loggers || /loggers.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/env],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.value(java.util.Map<java.lang.String, java.lang.String>)
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/env/reset],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.reset()
14:04:51 [restartedMain] INFO  EndpointHandlerMapping - Mapped "{[/features || /features.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
14:04:51 [restartedMain] INFO  PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
14:04:52 [restartedMain] WARN  URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
14:04:52 [restartedMain] INFO  URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
14:04:52 [restartedMain] INFO  RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@16b759e: startup date [Mon Aug 05 14:04:38 CST 2019]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@610b06
14:04:52 [restartedMain] INFO  SimpleUrlHandlerMapping - Mapped URL path [/static/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
14:04:52 [restartedMain] INFO  SimpleUrlHandlerMapping - Mapped URL path [/resources/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
14:04:52 [restartedMain] INFO  SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
14:04:52 [restartedMain] INFO  SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
14:04:52 [restartedMain] INFO  ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in globalExceptionHandler
14:04:52 [restartedMain] INFO  SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
14:04:53 [restartedMain] INFO  AuthenticationManagerConfiguration - 

Using default security password: f191b5ca-1391-4fa5-901a-87c4b8b8f86b

14:04:53 [restartedMain] INFO  DefaultSecurityFilterChain - Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/css/**'], Ant [pattern='/js/**'], Ant [pattern='/images/**'], Ant [pattern='/webjars/**'], Ant [pattern='/**/favicon.ico'], Ant [pattern='/error']]], []
14:04:53 [restartedMain] INFO  DefaultSecurityFilterChain - Creating filter chain: org.springframework.boot.actuate.autoconfigure.ManagementWebSecurityAutoConfiguration$LazyEndpointPathRequestMatcher@11e7c6, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@613477, org.springframework.security.web.context.SecurityContextPersistenceFilter@1ba3d1e, org.springframework.security.web.header.HeaderWriterFilter@14136de, org.springframework.web.filter.CorsFilter@6d784a, org.springframework.security.web.authentication.logout.LogoutFilter@1db1c31, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@e1e872, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1e20cc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@519d1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4bc59a, org.springframework.security.web.session.SessionManagementFilter@1c3f4b2, org.springframework.security.web.access.ExceptionTranslationFilter@10cf5b5, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@18e3dcf]
14:04:53 [restartedMain] INFO  DefaultSecurityFilterChain - Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/**']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@e5b845, org.springframework.security.web.context.SecurityContextPersistenceFilter@e53017, org.springframework.security.web.header.HeaderWriterFilter@1f8d734, org.springframework.security.web.authentication.logout.LogoutFilter@65d8f6, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@11d24a5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@21f8e9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1e5ddee, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@357140, org.springframework.security.web.session.SessionManagementFilter@16e8ff3, org.springframework.security.web.access.ExceptionTranslationFilter@cc94c6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@dddca5]
14:04:54 [restartedMain] WARN  OptionalLiveReloadServer - Unable to start LiveReload server
14:04:54 [restartedMain] WARN  EurekaStarterDeprecationWarningAutoConfiguration - spring-cloud-starter-eureka is deprecated as of Spring Cloud Netflix 1.4.0, please migrate to spring-cloud-starter-netflix-eureka
14:04:54 [restartedMain] INFO  AnnotationMBeanExporter - Registering beans for JMX exposure on startup
14:04:54 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'statFilter' has been autodetected for JMX exposure
14:04:54 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
14:04:54 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'configurationPropertiesRebinder' has been autodetected for JMX exposure
14:04:54 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'refreshEndpoint' has been autodetected for JMX exposure
14:04:54 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'environmentManager' has been autodetected for JMX exposure
14:04:54 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'serviceRegistryEndpoint' has been autodetected for JMX exposure
14:04:54 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'refreshScope' has been autodetected for JMX exposure
14:04:54 [restartedMain] INFO  AnnotationMBeanExporter - Located managed bean 'environmentManager': registering with JMX server as MBean [org.springframework.cloud.context.environment:name=environmentManager,type=EnvironmentManager]
14:04:54 [restartedMain] INFO  AnnotationMBeanExporter - Located managed bean 'serviceRegistryEndpoint': registering with JMX server as MBean [org.springframework.cloud.client.serviceregistry.endpoint:name=serviceRegistryEndpoint,type=ServiceRegistryEndpoint]
14:04:55 [restartedMain] INFO  AnnotationMBeanExporter - Located managed bean 'refreshScope': registering with JMX server as MBean [org.springframework.cloud.context.scope.refresh:name=refreshScope,type=RefreshScope]
14:04:55 [restartedMain] INFO  AnnotationMBeanExporter - Located managed bean 'configurationPropertiesRebinder': registering with JMX server as MBean [org.springframework.cloud.context.properties:name=configurationPropertiesRebinder,context=16b759e,type=ConfigurationPropertiesRebinder]
14:04:55 [restartedMain] INFO  AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.spring.boot.autoconfigure:name=dataSource,type=DruidDataSourceWrapper]
14:04:55 [restartedMain] INFO  AnnotationMBeanExporter - Located managed bean 'refreshEndpoint': registering with JMX server as MBean [org.springframework.cloud.endpoint:name=refreshEndpoint,type=RefreshEndpoint]
14:04:55 [restartedMain] INFO  AnnotationMBeanExporter - Located MBean 'statFilter': registering with JMX server as MBean [com.alibaba.druid.filter.stat:name=statFilter,type=StatFilter]
14:04:55 [restartedMain] INFO  EndpointMBeanExporter - Registering beans for JMX exposure on startup
14:04:55 [restartedMain] INFO  DefaultLifecycleProcessor - Starting beans in phase 0
14:04:55 [restartedMain] INFO  InstanceInfoFactory - Setting initial instance status as: STARTING
14:04:55 [restartedMain] INFO  DiscoveryClient - Initializing Eureka in region us-east-1
14:04:55 [restartedMain] INFO  DiscoveryJerseyProvider - Using JSON encoding codec LegacyJacksonJson
14:04:55 [restartedMain] INFO  DiscoveryJerseyProvider - Using JSON decoding codec LegacyJacksonJson
14:04:55 [restartedMain] INFO  DiscoveryJerseyProvider - Using XML encoding codec XStreamXml
14:04:55 [restartedMain] INFO  DiscoveryJerseyProvider - Using XML decoding codec XStreamXml
14:04:55 [restartedMain] INFO  ConfigClusterResolver - Resolving eureka endpoints via configuration
14:04:56 [restartedMain] INFO  DiscoveryClient - Disable delta property : false
14:04:56 [restartedMain] INFO  DiscoveryClient - Single vip registry refresh property : null
14:04:56 [restartedMain] INFO  DiscoveryClient - Force full registry fetch : false
14:04:56 [restartedMain] INFO  DiscoveryClient - Application is null : false
14:04:56 [restartedMain] INFO  DiscoveryClient - Registered Applications size is zero : true
14:04:56 [restartedMain] INFO  DiscoveryClient - Application version is -1: true
14:04:56 [restartedMain] INFO  DiscoveryClient - Getting all instance registry info from the eureka server
14:04:56 [restartedMain] INFO  DiscoveryClient - The response status is 200
14:04:56 [restartedMain] INFO  DiscoveryClient - Starting heartbeat executor: renew interval is: 30
14:04:56 [restartedMain] INFO  InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
14:04:56 [restartedMain] INFO  DiscoveryClient - Discovery Client initialized at timestamp 1564985096498 with initial instances count: 16
14:04:56 [restartedMain] INFO  EurekaServiceRegistry - Registering application oms-dlsb-service-rm with eureka with status UP
14:04:56 [restartedMain] INFO  DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1564985096514, current=UP, previous=STARTING]
14:04:56 [DiscoveryClient-InstanceInfoReplicator-0] INFO  DiscoveryClient - DiscoveryClient_OMS-DLSB-SERVICE-RM/oms-dlsb-service-rm:10.52.2.101:8075: registering service...
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'auditEventsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=auditEventsEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'archaiusEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=archaiusEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'featuresEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=featuresEndpoint]
14:04:56 [DiscoveryClient-InstanceInfoReplicator-0] INFO  DiscoveryClient - DiscoveryClient_OMS-DLSB-SERVICE-RM/oms-dlsb-service-rm:10.52.2.101:8075 - registration status: 204
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'requestMappingEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=requestMappingEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'environmentEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=environmentEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'healthEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=healthEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'beansEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=beansEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'infoEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=infoEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'loggersEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=loggersEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'metricsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=metricsEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'traceEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=traceEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'dumpEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=dumpEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'autoConfigurationReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=autoConfigurationReportEndpoint]
14:04:56 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'configurationPropertiesReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=configurationPropertiesReportEndpoint]
14:04:56 [restartedMain] INFO  DefaultLifecycleProcessor - Starting beans in phase 2147483647
14:04:56 [restartedMain] INFO  DocumentationPluginsBootstrapper - Context refreshed
14:04:56 [restartedMain] INFO  DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
14:04:56 [restartedMain] INFO  ApiListingReferenceScanner - Scanning for api listing references
14:04:57 [restartedMain] INFO  HystrixCircuitBreakerConfiguration$HystrixMetricsPollerConfiguration - Starting poller
14:04:57 [restartedMain] INFO  Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8075"]
14:04:57 [restartedMain] INFO  Http11NioProtocol - Starting ProtocolHandler ["http-nio-8075"]
14:04:57 [restartedMain] INFO  NioSelectorPool - Using a shared selector for servlet write/read
